% Model,BarMagnetPair.mph
% Version,COMSOL 5.4.0.388
% Date,"Jun 24 2021, 18:47"
% Dimension,2
% Nodes,10000
% Expressions,1
% Description,"Magnetic flux density, z component"
% Length unit,m
% cpl1x,cpl1y,mfnc.Bz (G)
-0.07425000000000001,-0.07425000000000001,-8.450071843981732E-4
-0.07275000000000001,-0.07425000000000001,-0.0011380492106142994
-0.07125000000000001,-0.07425000000000001,-0.0011380492106143347
-0.06975,-0.07425000000000001,-0.0029864526940168094
-0.06825,-0.07425000000000001,-0.0035990520632183443
-0.06675,-0.07425000000000001,-0.003678582720993788
-0.06525000000000002,-0.07425000000000001,-0.004267475966372185
-0.06375000000000001,-0.07425000000000001,-0.004267475966372133
-0.06225000000000002,-0.07425000000000001,-0.005843127434666896
-0.06075000000000002,-0.07425000000000001,-0.0055963675764381954
-0.05925000000000002,-0.07425000000000001,-0.00588486629318968
-0.05775000000000002,-0.07425000000000001,-0.005884866293189584
-0.056250000000000015,-0.07425000000000001,-0.005631938910107896
-0.05475,-0.07425000000000001,-0.0056319389101078185
-0.05325,-0.07425000000000001,-0.0056319389101075895
-0.05175,-0.07425000000000001,-0.004157623394334164
-0.050249999999999996,-0.07425000000000001,-0.003606909513393431
-0.04875,-0.07425000000000001,-0.003580895482628585
-0.04725,-0.07425000000000001,-0.0018935011513700449
-0.04575,-0.07425000000000001,-0.0018935011513700937
-0.04425000000000001,-0.07425000000000001,0.0013205552394528607
-0.04275000000000001,-0.07425000000000001,-2.455174235647718E-4
-0.04125000000000001,-0.07425000000000001,0.007674640009517059
-0.03975000000000001,-0.07425000000000001,0.007674640009517025
-0.038250000000000006,-0.07425000000000001,0.010450648666810202
-0.036750000000000005,-0.07425000000000001,0.011169233050794805
-0.035250000000000004,-0.07425000000000001,0.01624789563086398
-0.03375,-0.07425000000000001,0.01448072158883388
-0.032250000000000015,-0.07425000000000001,0.01983761550198501
-0.03075000000000001,-0.07425000000000001,0.02801681884875916
-0.02925000000000001,-0.07425000000000001,0.028016818848757882
-0.027750000000000007,-0.07425000000000001,0.028016818848758864
-0.026250000000000006,-0.07425000000000001,0.04073711008163668
-0.024750000000000005,-0.07425000000000001,0.04600709706056681
-0.023250000000000007,-0.07425000000000001,0.04600709706056551
-0.021750000000000005,-0.07425000000000001,0.046007097060564495
-0.020250000000000004,-0.07425000000000001,0.05366559251343048
-0.018750000000000003,-0.07425000000000001,0.053964788338892955
-0.01725,-0.07425000000000001,0.053964788338893385
-0.01575,-0.07425000000000001,0.0647084966477883
-0.014249999999999999,-0.07425000000000001,0.07081155766061889
-0.012750000000000001,-0.07425000000000001,0.07081155766061767
-0.011250000000000003,-0.07425000000000001,0.07080195477932412
-0.009750000000000002,-0.07425000000000001,0.07080195477932505
-0.008249999999999993,-0.07425000000000001,0.08053187980022745
-0.006749999999999992,-0.07425000000000001,0.08244823954057048
