% Model,BarMagnetPair.mph
% Version,COMSOL 5.4.0.388
% Date,"Jun 24 2021, 18:33"
% Dimension,3
% Nodes,7005
% Expressions,1
% Description,"Magnetic flux density, y component"
% Length unit,m
% X,Y,Z,mfnc.By (G)
-0.07238339273823857,0.0019959675714784565,0,-4.939302627104978E-4
-0.07343440190513753,0.00755343083719215,0,-0.00802813046655003
-0.07136497768812876,0.006742799385105239,5.421010862427522E-20,0.0027762049704828083
-0.07060807931443348,-0.0026702992757704357,0,0.0011685280193847272
-0.075,5.396618579592741E-5,0,-0.00684086500484913
-0.07054963700807201,-0.0028227350653354842,-1.3552527156068805E-20,4.055494824753029E-4
-0.07460452527008064,2.3499099581181753E-4,0,-8.117998417501984E-4
-0.0704127235839023,-0.002587178368075182,0,6.387563950610228E-4
-0.07151139241649612,0.0013131956430492992,-1.0842021724855044E-19,-0.0020563892212067786
-0.07499999999999998,0.007906514021529388,0,-4.5636027936772747E-4
-0.07343945103382361,0.010705425835906803,-2.1684043449710089E-19,0.007707384843419861
-0.075,0.01202277436377112,-2.1684043449710089E-19,-0.006579900411194924
-0.07154013968286813,0.008000148556328565,1.6263032587282567E-19,-0.0016989243057489887
-0.07499999999999998,0.007439005806830879,0,-5.44659044058155E-16
0.011677097112771595,-0.075,0,0.004179818853159829
0.01327090822026935,-0.07278931647759271,0,7.55202735507126E-4
0.01579533928926357,-0.075,0,0.002139890301876902
0.01735339305669345,-0.07204756257090397,5.421010862427522E-20,-0.008377662429564201
0.016456559007269594,-0.07412461170746265,1.3552527156068805E-20,8.73094250796903E-4
0.017862549187913055,-0.07224654343794566,-1.6263032587282567E-19,-0.00671216441190183
0.01748108549722371,-0.07170820799428818,5.421010862427522E-19,-0.010293695861222755
0.015309291858164032,-0.07217657355779786,2.710505431213761E-20,-0.0011625977379164047
0.01366926954678458,-0.0726179975810436,0,0.0018356336299986983
0.016075610445406705,-0.07500000000000001,-2.710505431213761E-20,0.0011287772158521004
0.020722604391433842,-0.075,0,6.527440390625047E-4
0.016332297788091595,-0.075,2.710505431213761E-20,-2.1136693383628016E-4
0.01919748792512871,-0.07159667143486573,0,7.140800539165923E-4
0.021071891361512364,-0.07184942296725434,5.421010862427522E-20,-0.0015242476067951123
0.025245720692147755,-0.075,3.677613769070831E-16,-0.0011372369956702262
0.004785752112645528,-0.07218425679996586,-5.421010862427522E-20,0.0011003209489246686
0.007949423457037379,-0.07499999999999998,-5.421010862427522E-20,3.413866627192605E-4
0.008547342414668362,-0.071744935379296,-5.421010862427522E-20,8.13943851423752E-4
0.007891259382271755,-0.07148949236668037,1.0842021724855044E-19,0.007689098678942702
0.007846644961374518,-0.071129689825215,0,-1.9455812205694303E-4
0.01107724315450417,-0.0708682898850545,5.421010862427522E-20,0.004640863352542479
0.013653921658260378,-0.07222094112124147,5.421010862427522E-20,0.008573329390449188
0.021524133003589744,-0.0713219421497467,0,-0.0024055094346680734
-0.07207100058257823,0.013658708639797708,0,0.007922943882604325
-0.075,0.0161994880907201,4.85722573273506E-17,0.001634150718000047
-0.07097449291044124,0.014118032516626366,0,0.00799514526994586
0.02834318229493689,-0.07214491818650545,0,-0.008897145384050831
0.029768836992861675,-0.075,2.1684043449710089E-19,0.00739223308823872
0.026905020479255977,-0.07007111671362232,-1.0842021724855044E-19,0.009108143664237121
0.03226504047061143,-0.07097918826048945,0,-0.0038219584234376095
0.03429195329357556,-0.07499999999999998,1.8735013540549517E-16,-7.435772779372711E-4
0.03232464038058404,-0.07085776141934677,0,-0.004361174738422541
0.04333818589500327,-0.075,9.71445146547012E-17,0.0015072946497987118
0.04030096931303119,-0.07251735061637188,2.710505431213761E-19,0.001685568921601004
0.0388150695942894,-0.07499999999999998,2.1684043449710089E-19,5.5393401257604336E-5
0.04038919460883156,-0.07236994330921885,4.87890977618477E-19,0.001650822943901484
0.04022350055080645,-0.07228922348724524,5.421010862427522E-20,5.866511516236815E-4
0.043449286046590284,-0.07201708056056184,3.2526065174565133E-19,-0.004969534910781753
0.04389682783010616,-0.07216648865199245,5.421010862427522E-20,-0.002996630180075348
0.043289110427325486,-0.07187919214214794,4.3368086899420177E-19,-3.3089490821178733E-4
0.04358315821407856,-0.07174593248655416,0,-0.002102523450346221
-0.0718715586341804,0.019859055128951978,0,0.0050960081560513055
-0.07499999999999998,0.020722604391433953,0,-0.005399527894695716
-0.07274055167030583,0.02223114830941337,1.0842021724855044E-19,0.008524296000074861
-0.075,0.025245720692147904,3.469446951953614E-17,-0.012211640805719808
-0.07072887810647509,0.01911772731854049,0,-0.0032227060497848114
-0.07307367434057746,0.029549915350687277,4.3368086899420177E-19,0.012713283855037994
-0.075,0.02976883699286173,0,-0.002053496032545199
0.05238441849643094,-0.075,4.857225732735061E-17,-1.910852020159178E-4
0.049465793237167315,-0.07240877970229857,1.4907779871675686E-19,-0.0052060565349849085
0.04938084919311522,-0.07244470053058046,-2.981555974335137E-19,6.103183715097418E-5
0.049416335672649435,-0.07236397505630196,5.149960319306146E-19,-0.002704217220452786
0.04954548907773799,-0.07233095041516699,-2.303929616531697E-19,-0.0020592325071429277
0.047861302195717076,-0.075,0,-0.0022426799347277713
0.0468077311828438,-0.07340557499181463,2.1684043449710089E-19,0.0028064629685305717
0.056208885644931386,-0.07128231587381768,5.421010862427522E-20,-2.2423357165411706E-4
0.05690753479714473,-0.07499999999999998,2.1684043449710089E-19,-6.880766845239125E-6
0.05536678642431912,-0.070504826652634,0,9.77915701976637E-4
0.06143065109785856,-0.07499999999999998,3.469446951953614E-17,-6.892980709573755E-5
0.061292508512224994,-0.0713560100596655,0,7.120088920526291E-5
0.06434014385294368,-0.07331607924951819,0,-4.882896680334047E-4
0.06595376739857235,-0.07500000000000001,0,1.0978487869616755E-4
-0.075,0.034291953293575615,1.3877787807814457E-17,0.0055519874256495065
-0.07293933574106634,0.030910831213051587,-2.1684043449710089E-19,-0.008042370946936633
-0.07192734103184396,0.032772681284067885,1.0842021724855044E-19,-0.0019245175000488356
-0.07143890819050061,0.03071951848554046,0,0.0035456832372930008
-0.07037298839977725,0.02798098384839057,-5.421010862427522E-20,-0.0011795188530822722
-0.07145584780506013,0.023635505620953783,-1.0842021724855044E-19,0.002093916298906934
-0.07292759061730789,0.036615666830385654,-2.1684043449710089E-19,-0.005232542493295796
-0.0705930913809506,0.03592485464921033,0,0.003786311282708899
-0.075,0.03881506959428942,0,0.00720299775094958
-0.075,0.043338185895003295,1.3877787807814457E-17,-1.5739435778471181E-4
-0.075,0.047861302195717076,0,-8.54624548233737E-4
-0.07256430788907715,0.046896037164854035,-1.0842021724855044E-19,2.2447405500055232E-4
-0.07291660326967939,0.03860156683939782,-4.3368086899420177E-19,-0.004162106236883624
-0.0731192699552721,0.04006756974123714,2.1684043449710089E-19,-0.0017119089230682619
-0.07113209283062177,0.04019123507441684,0,0.0018921657008345947
-0.075,0.052384418496430926,1.3877787807814457E-17,-4.426784931578125E-4
-0.07247887250669628,0.04939328003183575,-1.0842021724855044E-19,0.0018245799146288898
-0.07315431972143413,0.05734115540447812,-1.0842021724855044E-19,3.3130565918646556E-4
-0.07500000000000001,0.056907534797144735,0,-4.1193983739358576E-17
-0.075,0.06143065109785856,1.3877787807814457E-17,-6.819229348031313E-5
-0.07181781077950229,0.04674993072614801,0,3.578287279259647E-4
-0.07149163483561971,0.056888700491094096,0,-9.018518049622819E-4
0.057834663385689336,-0.07331607924951819,2.1684043449710089E-19,5.895469039174754E-4
0.06060615498087531,-0.0713560100596655,-5.421010862427522E-20,-3.816284954210182E-4
0.056592242669748445,-0.07081891640010024,1.0842021724855044E-19,-5.270629360588689E-4
0.06653855737069674,-0.07300592801035455,-2.1684043449710089E-19,1.5934899540374914E-5
0.07047688369928617,-0.075,1.3877787807814457E-17,-3.4140906741712574E-4
0.06697064285296833,-0.07210132318880837,2.1684043449710089E-19,-5.122617213826401E-4
-0.07098546578738926,0.05061741848802181,0,3.742063751568641E-4
-0.0719005446575194,0.0581169482869062,0,4.768822583254265E-4
-0.075,0.06595376739857237,0,1.1309853539706552E-17
-0.07142576308952976,0.06562114952059679,-1.3552527156068805E-19,3.787405508136414E-4
-0.075,0.07047688369928617,1.3877787807814457E-17,-6.331993810329354E-4
-0.071108240922207,0.06546628959096391,-1.6263032587282567E-19,-4.271948471879512E-5
-0.07499999999999998,0.07499999999999998,0,1.176483124231127E-4
-0.07165426247128363,0.07154249208046674,0,1.8150141962854609E-4
-0.07145201454800447,0.07127196343104587,0,3.7790552324431435E-4
0.07499999999999998,-0.07499999999999998,0,0
0.07500000000000001,-0.07047688369928617,2.7755575615628914E-17,-1.1342694058685281E-4
-0.07107694801961925,0.06593882314296716,-8.131516293641283E-20,4.517257779384987E-5
-0.07047688369928617,0.075,1.3877787807814457E-17,-2.2738999409957564E-5
-0.06802841990232518,0.07232799542140525,-5.421010862427522E-20,1.355154632401377E-4
-0.07140282811749772,0.07143201394879704,0,-5.258764348450616E-4
0.07499999999999998,-0.06595376739857235,2.1684043449710089E-19,4.2161723153811984E-5
0.07275985527573527,-0.06339442677232737,-1.0842021724855044E-19,-3.227770421736385E-4
0.07225636257671358,-0.06515895754777756,0,-2.5421622867890643E-5
0.07253079564524595,-0.06595454209571874,-2.710505431213761E-20,7.786090721597802E-4
0.07220884826233633,-0.0663281689103354,0,4.5972553846873615E-4
0.075,-0.06143065109785856,3.469446951953614E-17,2.4456883330896422E-5
0.07192382101017647,-0.06221700974999808,-1.0842021724855044E-19,-4.7091372305603887E-4
-0.06764366388853814,0.07248381625431848,0,-1.4549510096406205E-4
-0.06595376739857237,0.075,0,-1.3489817096527917E-4
-0.06364808841240722,0.07248381625431846,5.421010862427522E-20,1.0092651602354054E-4
-0.06795726746424832,0.07194617827825349,5.421010862427522E-20,-1.738792197131594E-4
0.07235525602317261,-0.05789093801573944,1.0842021724855044E-19,4.546621987750897E-5
0.0714590860370044,-0.059030420968774415,1.0842021724855044E-19,6.218961518605423E-4
0.07500000000000001,-0.05690753479714475,0,2.3199840458735603E-5
0.07174950781070011,-0.05423863131754309,-3.5575383784680614E-20,-6.505069206052735E-4
-0.06143065109785855,0.075,3.469446951953614E-17,9.332484867476477E-5
-0.06322554752443564,0.07213003724870923,5.421010862427522E-20,3.109439892593283E-4
0.075,-0.052384418496430926,3.469446951953614E-17,-0.0013356248479617356
0.07173836246576692,-0.05423036777724081,9.994988777600744E-20,-1.819087778441232E-4
-0.05809645027452318,0.07283874238518062,-2.1684043449710089E-19,-3.0774769436737337E-4
-0.05995692483152836,0.07162185869082613,-1.0842021724855044E-19,2.045610869858369E-4
-0.05690753479714472,0.075,0,6.224068077508513E-4
-0.055628821225088186,0.07151812480479598,-5.421010862427522E-20,4.0770565407350306E-4
0.07315326701364067,-0.048213426939606195,0,0.002361004930719239
0.07181617858127506,-0.050025810118083075,0,6.622596436632013E-4
0.075,-0.04786130219571709,4.3368086899420177E-19,8.394904687006152E-5
0.07175906884344078,-0.045945152262365056,2.710505431213761E-20,-0.002683729047634466
-0.05238441849643092,0.075,3.469446951953614E-17,-1.19205825607667E-6
-0.05537913217779576,0.07110844057210416,0,6.263589796783937E-5
0.075,-0.043338185895003295,4.85722573273506E-17,-7.378301176752988E-4
0.07165375316648959,-0.04587252474024859,-4.87890977618477E-19,0.001689713596002184
0.07205333122802422,-0.039828698450849624,0,0.001215424751770762
0.07151536032776416,-0.04063643533826049,0,-0.0015707782505697235
-0.04968611978667753,0.07266263079189536,-2.1684043449710089E-19,-1.280764532171075E-4
-0.04984728713796682,0.07238232340049185,-5.421010862427522E-20,-9.675300700194955E-4
-0.047861302195717104,0.07500000000000001,2.1684043449710089E-19,-0.0016636124296852857
-0.04727347643860237,0.07348923221984532,2.1684043449710089E-19,0.0025122884268319024
-0.04957402280033075,0.0723457607523339,-2.1684043449710089E-19,-2.578504386668197E-4
0.07205333122802426,-0.036066039346489574,2.1684043449710089E-19,5.55503076005256E-4
0.075,-0.03881506959428943,0,-0.0013651842427237018
0.07500000000000001,-0.03429195329357562,9.714451465470122E-17,-0.0022772615602900882
0.07159420291917445,-0.035170479394086754,2.1684043449710089E-19,-0.0016432076028390058
-0.04333818589500326,0.075,6.245004513516506E-17,-8.107594348577226E-5
-0.045309522981990216,0.07075697858495444,0,-8.70709416340747E-4
0.07324721175907249,-0.02993346225127181,-4.3368086899420177E-19,0.0060439110009676625
0.07223735041688711,-0.031197198866512083,-2.1684043449710089E-19,0.0013500628448440404
0.07499999999999998,-0.029768836992861744,-2.1684043449710089E-19,-0.0023098299320537205
0.07274727815256878,-0.02749066306015123,3.2526065174565133E-19,5.707968351998173E-4
-0.03867043104418742,0.07312506695428952,0,0.00477922708833131
-0.038815069594289445,0.075,0,-0.0034195884022559155
-0.039977659262784376,0.07066204696959746,1.0842021724855044E-19,-0.0014105533277708122
-0.034291953293575594,0.075,1.0408340855860843E-16,0.0015701567814354158
-0.03691153743626882,0.0708238069374914,-1.0842021724855044E-19,-0.007747639322841387
-0.03126640195903446,0.0721633921499405,1.0842021724855044E-19,-3.151595853952173E-4
-0.03163651497099372,0.07087153792397612,1.0842021724855044E-19,-0.005128232405727669
0.075,-0.025245720692147904,2.0122792321330962E-16,0.0019164579343820425
0.07167318363384588,-0.02693090973027349,2.1684043449710089E-19,7.148986960594676E-4
-0.029768836992861744,0.075,0,-3.9648334166811583E-4
-0.027401054601573646,0.07198719085046024,-5.421010862427522E-20,-0.005648041997161209
-0.02820189249256194,0.07133700371675375,0,-4.118210521300211E-4
-0.02524572069214786,0.07500000000000001,1.942890293094024E-16,-4.902894880278735E-5
-0.026861395580784226,0.07138957161193933,-5.421010862427522E-20,-0.0027157096787167687
-0.02153974877188961,0.07250438974013183,0,-0.009449048550915476
-0.02282604183028889,0.07007058966356822,0,0.002597277896877722
0.07486807181697047,-0.016139626371625675,0,0.002085152999043678
0.07156527510824029,-0.018750105045420976,0,-0.006195040796644594
0.0724533707867536,-0.018942207350183277,-1.0842021724855044E-19,0.0040102347583532705
0.07500000000000001,-0.020722604391434002,0,-0.004776706340363809
0.075,-0.01612282872429912,0,-4.844742063662992E-4
0.07159942993049405,-0.02092960851540982,-5.421010862427522E-20,0.0012892976679727182
0.07225346467671455,-0.022167527630530023,-5.421010862427522E-20,-0.0060824965562112
0.07163409811090915,-0.022536194839397963,0,-0.0034919787151388992
0.07496800376141388,-0.01604835763177189,0,-2.4501596558500617E-4
-0.020722604391433988,0.075,0,0.00711142283963645
-0.019907006385585502,0.07313867943938346,-3.2526065174565133E-19,-0.010837131737918084
-0.01619948809072002,0.075,3.2959746043559335E-16,-0.0015445942280704079
-0.018082008465889542,0.07207375287443617,-2.1684043449710089E-19,0.0018863627430815155
0.075,-0.015981941053013368,-6.776263578034403E-21,-2.571202115100259E-4
0.07253263215163656,-0.012710429299653807,0,-0.0018447931644551712
0.07500000000000001,-0.011642086152782762,2.1684043449710089E-19,-1.1045206759539781E-16
0.07227425295048351,-0.012997690985493417,0,-6.089263570994165E-4
0.075,-0.01605500260481689,0,3.223638543653601E-17
-0.012029767944765485,0.075,0,-0.003128736445178299
-0.01227874598890499,0.07302577611890188,-1.0842021724855044E-19,0.004117245590888935
-0.0097959455019622,0.07208733796753454,-5.421010862427522E-20,-0.004206320460756795
-0.013774678356600678,0.0718733711382822,-2.1684043449710089E-19,-0.0016725168987399193
0.0722118665397669,-0.0126641856726912,0,7.564858800784864E-4
0.075,-0.007801957144687384,0,9.987295902520515E-4
0.07458255636271943,-0.00762787815492574,0,-0.004994664272085579
0.07371284654298571,-0.00411953465752721,-4.3368086899420177E-19,-0.0026400359612172852
0.07468783541832603,-0.0069526466830540316,0,0.0013132431290048853
0.07148042144543261,-0.004936739421889186,0,-6.625191967543035E-4
0.07499999999999998,-0.007261404744659833,5.421010862427522E-20,-0.007633476131804405
0.07417968791987364,-0.007357895228801431,0,-9.013546502754845E-4
-0.007564797531966881,0.075,-1.0842021724855044E-19,0.0014128241409807497
-0.007999970226070768,0.07402800939472656,0,0.0019596241496889354
-0.007348025075212726,0.075,2.710505431213761E-20,-0.003791763023907038
-0.007303426221415234,0.07476833511216727,1.0842021724855044E-19,1.0167621980090554E-4
-0.0071452108964710275,0.075,-8.131516293641283E-20,-0.0057981638952359525
-0.00688705215759288,0.07458686074583261,4.0657581468206416E-20,0.0033543610512761822
-0.00945742493157694,0.07192177861663142,0,-0.010242087219081361
-0.00931807984505361,0.07158873908001231,5.421010862427522E-20,-0.008630994120173254
-0.009804337300151594,0.07175738221045402,0,-0.00844941906570466
0.07240298768373005,-0.001649149708983395,4.3368086899420177E-19,0.0036376609479080307
0.07449811048107884,1.455180667512246E-4,0,0.004256024356870387
0.07021763555475621,-6.959485825509519E-4,0,8.825637218369795E-4
0.075,-0.0025579828933719314,0,-0.004487164950903667
0.075,7.0605858248895E-5,-2.710505431213761E-20,1.3069836649532788E-16
0.075,-0.006703694866617855,0,-1.617779795104102E-16
-0.003046150561902197,0.07219919932067975,0,0.004344578311565881
-0.0030532997868079727,0.075,0,-0.004893596842685144
-0.001864956437535181,0.07138255667504995,0,-0.0011676161380487853
-3.1219642882887615E-4,0.07458347055629316,0,5.241611078242086E-4
-5.732845078762706E-4,0.07499999999999998,2.710505431213761E-20,0.0013193363472205621
-0.0032240341721974305,0.07099570135331354,-1.0842021724855044E-19,-0.002792318487614585
0.0705915568751157,0.0031257520310315322,1.6263032587282567E-19,0.0014766302964002997
0.07347261245531829,0.001690639482637199,-2.710505431213761E-20,-0.0031829663405563086
