% Model,CdMOT_permanent_magnets_Sid.mph
% Version,COMSOL 5.4.0.388
% Date,"May 18 2021, 11:35"
% Dimension,2
% Nodes,10000
% Expressions,1
% Description,"Magnetic flux density, z component"
% Length unit,m
% R,Z,mfnc.Bz (G)
5.0E-4,-0.0495,-49.68770333244662
0.0015,-0.0495,-49.45371196795201
0.0025000000000000005,-0.0495,-49.21972060345759
0.0035000000000000005,-0.0495,-48.991562170593134
0.0045,-0.0495,-48.53372174260841
0.0055000000000000005,-0.0495,-47.956206784464676
0.006500000000000001,-0.0495,-47.37869182632034
0.0075,-0.0495,-46.747184680553346
0.0085,-0.0495,-45.853746087580575
0.009500000000000001,-0.0495,-44.89833008844074
0.0105,-0.0495,-43.94291408930038
0.011500000000000002,-0.0495,-42.87528904253089
0.0125,-0.0495,-41.56883755144114
0.013500000000000002,-0.0495,-40.262386060351346
0.014499999999999999,-0.0495,-38.95593456926172
0.0155,-0.0495,-37.468097875058874
0.0165,-0.0495,-35.88850341350057
0.017499999999999998,-0.0495,-34.30890895194221
0.0185,-0.0495,-32.70609206438575
0.019500000000000003,-0.0495,-30.99818924626734
0.0205,-0.0495,-29.26972938352227
0.021500000000000002,-0.0495,-27.5412695207772
0.022500000000000003,-0.0495,-25.79606353385801
0.0235,-0.0495,-24.072985832291632
0.0245,-0.0495,-22.343318465313825
0.025500000000000002,-0.0495,-20.61365109833602
0.026500000000000003,-0.0495,-18.952430352111623
0.027500000000000004,-0.0495,-17.35604026251696
0.028499999999999998,-0.0495,-15.759650172922138
0.0295,-0.0495,-14.1849464000402
0.0305,-0.0495,-12.762144772785762
0.0315,-0.0495,-11.392984533387276
0.0325,-0.0495,-10.023824293988941
0.0335,-0.0495,-8.718334544379658
0.034499999999999996,-0.0495,-7.60490253747215
0.0355,-0.0495,-6.507012595667456
0.0365,-0.0495,-5.409122653862736
0.037500000000000006,-0.0495,-4.4427735477145776
0.038500000000000006,-0.0495,-3.6164857899460263
0.03950000000000001,-0.0495,-2.790198032177504
0.04050000000000001,-0.0495,-1.974332111869614
0.0415,-0.0495,-1.3284130326072139
0.0425,-0.0495,-0.7449569126882871
0.043500000000000004,-0.0495,-0.16150079276937623
0.044500000000000005,-0.0495,0.38213985127309136
0.045500000000000006,-0.0495,0.7881804186885284
0.04650000000000001,-0.0495,1.1714119967843997
0.0475,-0.0495,1.5546435748802532
0.0485,-0.0495,1.8783598055113013
0.0495,-0.0495,2.106436272562123
0.0505,-0.0495,2.334512739612943
0.051500000000000004,-0.0495,2.5625892066637728
0.052500000000000005,-0.0495,2.7127100864719895
0.053500000000000006,-0.0495,2.826521166582268
0.05450000000000001,-0.0495,2.94033224669253
0.05550000000000001,-0.0495,3.042685584114048
0.056499999999999995,-0.0495,3.089035068674656
0.057499999999999996,-0.0495,3.1224120312020975
