% Model,CdMOT_permanent_magnets_Sid.mph
% Version,COMSOL 5.4.0.388
% Date,"Jun 8 2023, 12:18"
% Dimension,2
% Nodes,10000
% Expressions,1
% Description,"Magnetic flux density, r component"
% Length unit,m
% R,Z,mfnc.Br (G)
5.0E-4,-0.09900000000000002,0.001657305704712013
0.0015,-0.09900000000000002,0.004251592189543756
0.0025000000000000005,-0.09900000000000002,0.009993501336081479
0.0035000000000000005,-0.09900000000000002,0.011458500366619325
0.0045,-0.09900000000000002,0.01742922920895691
0.0055000000000000005,-0.09900000000000002,0.01873567146952207
0.006500000000000001,-0.09900000000000002,0.024433501058174274
0.0075,-0.09900000000000002,0.025790077693169863
0.0085,-0.09900000000000002,0.03126548319636112
0.009500000000000001,-0.09900000000000002,0.032519548592886444
0.0105,-0.09900000000000002,0.03771865432495818
0.011500000000000002,-0.09900000000000002,0.03889389546402179
0.0125,-0.09900000000000002,0.043752771149076435
0.013500000000000002,-0.09900000000000002,0.044853007817752075
0.014499999999999999,-0.09900000000000002,0.049334269097261726
0.0155,-0.09900000000000002,0.05034529849174061
0.0165,-0.09900000000000002,0.054414519200741605
0.017499999999999998,-0.09900000000000002,0.05532413420036174
0.0185,-0.09900000000000002,0.058952726979831185
0.019500000000000003,-0.09900000000000002,0.059754955751874256
0.0205,-0.09900000000000002,0.0629207893522025
0.021500000000000002,-0.09900000000000002,0.06361197696660957
0.022500000000000003,-0.09900000000000002,0.06630015626511923
0.0235,-0.09900000000000002,0.06687764105341257
0.0245,-0.09900000000000002,0.06908080363042755
0.025500000000000002,-0.09900000000000002,0.06954379205676568
0.026500000000000003,-0.09900000000000002,0.07126209678227283
0.027500000000000004,-0.09900000000000002,0.07161151653165972
0.028499999999999998,-0.09900000000000002,0.0728522694808646
0.0295,-0.09900000000000002,0.07309066205307568
0.0305,-0.09900000000000002,0.07386777687303506
0.0315,-0.09900000000000002,0.07399915787666834
0.0325,-0.09900000000000002,0.07433249000105716
0.0335,-0.09900000000000002,0.07436218145143916
0.034499999999999996,-0.09900000000000002,0.0742767625682584
0.0355,-0.09900000000000002,0.07421120458274265
0.0365,-0.09900000000000002,0.07373640692360596
0.037500000000000006,-0.09900000000000002,0.07358295610180492
0.038500000000000006,-0.09900000000000002,0.07275161682130678
0.03950000000000001,-0.09900000000000002,0.0725183385332849
0.04050000000000001,-0.09900000000000002,0.07136587370287026
0.0415,-0.09900000000000002,0.0710613351136342
0.0425,-0.09900000000000002,0.06962487079979292
0.043500000000000004,-0.09900000000000002,0.06925794081255254
0.044500000000000005,-0.09900000000000002,0.06757548559204064
0.045500000000000006,-0.09900000000000002,0.06715514703549239
0.04650000000000001,-0.09900000000000002,0.06526482637684868
0.0475,-0.09900000000000002,0.06480000475512632
0.0485,-0.09900000000000002,0.06273937326378727
0.0495,-0.09900000000000002,0.06223878530214792
0.0505,-0.09900000000000002,0.060044228185039177
0.051500000000000004,-0.09900000000000002,0.059516252305022915
0.052500000000000005,-0.09900000000000002,0.057222482833003685
0.053500000000000006,-0.09900000000000002,0.05667505263798033
0.05450000000000001,-0.09900000000000002,0.05431470810699071
0.05550000000000001,-0.09900000000000002,0.0537552290013674
0.056499999999999995,-0.09900000000000002,0.05135856389400203
0.057499999999999996,-0.09900000000000002,0.050793852131594264
0.058499999999999996,-0.09900000000000002,0.048388523983446154
0.0595,-0.09900000000000002,0.04782476676472968
0.0605,-0.09900000000000002,0.04543570770998336
0.0615,-0.09900000000000002,0.044878442433047144
0.0625,-0.09900000000000002,0.04252780755606295
0.0635,-0.09900000000000002,0.04198191797033582
0.0645,-0.09900000000000002,0.039689100395984625
0.0655,-0.09900000000000002,0.039158827199168314
0.0665,-0.09900000000000002,0.0369405292547139
0.0675,-0.09900000000000002,0.03642949259888701
0.0685,-0.09900000000000002,0.03429984225920402
0.06949999999999999,-0.09900000000000002,0.03381107362400072
0.0705,-0.09900000000000002,0.03178177605483035
0.0715,-0.09900000000000002,0.031317756255434384
0.0725,-0.09900000000000002,0.029398272126570743
0.0735,-0.09900000000000002,0.028960973927960987
0.0745,-0.09900000000000002,0.027158710914339988
0.07550000000000001,-0.09900000000000002,0.02674964742848159
0.07650000000000001,-0.09900000000000002,0.02507018647599962
0.07750000000000001,-0.09900000000000002,0.02469043048836669
0.07850000000000001,-0.09900000000000002,0.023137770707109213
0.07950000000000002,-0.09900000000000002,0.02278796198238338
0.08050000000000002,-0.09900000000000002,0.0213647537335417
0.0815,-0.09900000000000002,0.02104512320869898
0.0825,-0.09900000000000002,0.019752936353454344
0.0835,-0.09900000000000002,0.019463311657539884
0.0845,-0.09900000000000002,0.018302578348470294
0.0855,-0.09900000000000002,0.018041971895456702
0.08650000000000001,-0.09900000000000002,0.017012831578421
0.08750000000000001,-0.09900000000000002,0.016780408507500007
0.08850000000000001,-0.09900000000000002,0.015881247652548777
0.08950000000000001,-0.09900000000000002,0.015676278446766886
0.09050000000000001,-0.09900000000000002,0.014905037853658711
0.09150000000000001,-0.09900000000000002,0.014727461361624216
0.09250000000000001,-0.09900000000000002,0.014080069045934623
0.09350000000000001,-0.09900000000000002,0.013929330084490387
0.0945,-0.09900000000000002,0.013406802136968135
0.0955,-0.09900000000000002,0.013273076700060579
0.0965,-0.09900000000000002,0.012880879370415139
0.0975,-0.09900000000000002,0.012759248541129864
0.0985,-0.09900000000000002,0.012483044683505121
0.0995,-0.09900000000000002,0.012385851165450757
5.0E-4,-0.09700000000000002,0.0055267020571429125
0.0015,-0.09700000000000002,0.019179223674799652
0.0025000000000000005,-0.09700000000000002,0.027572005862142732
0.0035000000000000005,-0.09700000000000002,0.038759847115645556
0.0045,-0.09700000000000002,0.048116687881369684
0.0055000000000000005,-0.09700000000000002,0.06030732504272596
0.006500000000000001,-0.09700000000000002,0.07026381571621693
0.0075,-0.09700000000000002,0.08144248707509415
0.0085,-0.09700000000000002,0.09079227816072419
0.009500000000000001,-0.09700000000000002,0.10153260773759425
0.0105,-0.09700000000000002,0.11037788095351814
0.011500000000000002,-0.09700000000000002,0.12047460583361205
0.0125,-0.09700000000000002,0.1287692267292894
0.013500000000000002,-0.09700000000000002,0.13814769576299857
0.014499999999999999,-0.09700000000000002,0.14581504745235424
0.0155,-0.09700000000000002,0.1544005128130935
0.0165,-0.09700000000000002,0.1613675150411969
0.017499999999999998,-0.09700000000000002,0.16909629145908334
0.0185,-0.09700000000000002,0.175305667020729
0.019500000000000003,-0.09700000000000002,0.18212500265843906
0.0205,-0.09700000000000002,0.1875405722226161
0.021500000000000002,-0.09700000000000002,0.19341139034851954
0.022500000000000003,-0.09700000000000002,0.19800781780309193
0.0235,-0.09700000000000002,0.20290780623612756
0.0245,-0.09700000000000002,0.20667267049657082
0.025500000000000002,-0.09700000000000002,0.2105948756175839
0.026500000000000003,-0.09700000000000002,0.21352863885977091
0.027500000000000004,-0.09700000000000002,0.2164809661073222
0.028499999999999998,-0.09700000000000002,0.2185963519956615
0.0295,-0.09700000000000002,0.22060060436528472
0.0305,-0.09700000000000002,0.22192167327072013
0.0315,-0.09700000000000002,0.22301232340684196
0.0325,-0.09700000000000002,0.22357332347472783
0.0335,-0.09700000000000002,0.22379605408675202
0.034499999999999996,-0.09700000000000002,0.22364010149834485
0.0355,-0.09700000000000002,0.22305017442986597
0.0365,-0.09700000000000002,0.22222781313714152
0.037500000000000006,-0.09700000000000002,0.22088832813275364
0.038500000000000006,-0.09700000000000002,0.21945602169012063
0.03950000000000001,-0.09700000000000002,0.2174361261021608
0.04050000000000001,-0.09700000000000002,0.21545473260322648
0.0415,-0.09700000000000002,0.21282784019348353
0.0425,-0.09700000000000002,0.21036111773680274
0.043500000000000004,-0.09700000000000002,0.20720318934583962
0.044500000000000005,-0.09700000000000002,0.20431637400400823
0.045500000000000006,-0.09700000000000002,0.20070430554849641
0.04650000000000001,-0.09700000000000002,0.1974627969714338
0.0475,-0.09700000000000002,0.19347295157951583
0.0485,-0.09700000000000002,0.18994113365197102
0.0495,-0.09700000000000002,0.18564804539640833
0.0505,-0.09700000000000002,0.1818882613186534
0.051500000000000004,-0.09700000000000002,0.17736352853367937
0.052500000000000005,-0.09700000000000002,0.17343522176344836
0.053500000000000006,-0.09700000000000002,0.1687465988718989
0.05450000000000001,-0.09700000000000002,0.16470562398022237
0.05550000000000001,-0.09700000000000002,0.1599163125288938
0.056499999999999995,-0.09700000000000002,0.15581441347671424
0.057499999999999996,-0.09700000000000002,0.15098254598334876
0.058499999999999996,-0.09700000000000002,0.14686699383506957
0.0595,-0.09700000000000002,0.14204529827859796
0.0605,-0.09700000000000002,0.1379586760425078
0.0615,-0.09700000000000002,0.13319430445208347
0.0625,-0.09700000000000002,0.12917442359533135
0.0635,-0.09700000000000002,0.12450892519008135
0.0645,-0.09700000000000002,0.12058885636615174
0.0655,-0.09700000000000002,0.1160582739726419
0.0665,-0.09700000000000002,0.11226647350684361
0.0675,-0.09700000000000002,0.10790154131117521
0.0685,-0.09700000000000002,0.10426205497444169
0.06949999999999999,-0.09700000000000002,0.10008847696660071
0.0705,-0.09700000000000002,0.0966211981440661
0.0715,-0.09700000000000002,0.09265999469779895
0.0725,-0.09700000000000002,0.0893809611894369
0.0735,-0.09700000000000002,0.08564885040290793
0.0745,-0.09700000000000002,0.08257057596757081
0.07550000000000001,-0.09700000000000002,0.07908039320007924
0.07650000000000001,-0.09700000000000002,0.07621218577164057
0.07750000000000001,-0.09700000000000002,0.07297335541960548
0.07850000000000001,-0.09700000000000002,0.07032158406407744
0.07950000000000002,-0.09700000000000002,0.06734064022921765
0.08050000000000002,-0.09700000000000002,0.0649090027987484
0.0815,-0.09700000000000002,0.06218999804399255
0.0825,-0.09700000000000002,0.059979947293510597
0.0835,-0.09700000000000002,0.05752435606583486
0.0845,-0.09700000000000002,0.05553504258381542
0.0855,-0.09700000000000002,0.05334431300317221
0.08650000000000001,-0.09700000000000002,0.05157165221125818
0.08750000000000001,-0.09700000000000002,0.049644556710167716
0.08850000000000001,-0.09700000000000002,0.04808558611795023
0.08950000000000001,-0.09700000000000002,0.04641803792233745
0.09050000000000001,-0.09700000000000002,0.04506980779903503
0.09150000000000001,-0.09700000000000002,0.04365455241033183
0.09250000000000001,-0.09700000000000002,0.04251522787589935
0.09350000000000001,-0.09700000000000002,0.041340273129029624
0.0945,-0.09700000000000002,0.040406556040074634
0.0955,-0.09700000000000002,0.03948806997878667
0.0965,-0.09700000000000002,0.03872673667898268
0.0975,-0.09700000000000002,0.038061198505651046
0.0985,-0.09700000000000002,0.03749661277551363
0.0995,-0.09700000000000002,0.03700993642597859
5.0E-4,-0.09500000000000001,0.009361123699115665
0.0015,-0.09500000000000001,0.02789405546289557
0.0025000000000000005,-0.09500000000000001,0.046540728152266925
0.0035000000000000005,-0.09500000000000001,0.06520718298798193
0.0045,-0.09500000000000001,0.08290112545038375
0.0055000000000000005,-0.09500000000000001,0.10162080654464786
0.006500000000000001,-0.09500000000000001,0.11889507187350572
0.0075,-0.09500000000000001,0.13662680195969376
0.0085,-0.09500000000000001,0.1533930100452987
0.009500000000000001,-0.09500000000000001,0.17047405124609405
0.0105,-0.09500000000000001,0.1862358176989716
0.011500000000000002,-0.09500000000000001,0.2023237174424173
0.0125,-0.09500000000000001,0.2170533717383104
0.013500000000000002,-0.09500000000000001,0.2320395096928956
0.014499999999999999,-0.09500000000000001,0.2456166273031492
0.0155,-0.09500000000000001,0.25935450819940714
0.0165,-0.09500000000000001,0.2716774355797681
0.017499999999999998,-0.09500000000000001,0.2840480984969115
0.0185,-0.09500000000000001,0.29502604364255874
0.019500000000000003,-0.09500000000000001,0.3059290502520584
0.0205,-0.09500000000000001,0.31549567286077884
0.021500000000000002,-0.09500000000000001,0.32487172637595413
0.022500000000000003,-0.09500000000000001,0.3329797764667564
0.0235,-0.09500000000000001,0.3407930404338143
0.0245,-0.09500000000000001,0.34742114617221953
0.025500000000000002,-0.09500000000000001,0.3536609587302263
0.026500000000000003,-0.09500000000000001,0.3588107309383475
0.027500000000000004,-0.09500000000000001,0.3634907205547068
0.028499999999999998,-0.09500000000000001,0.367185591608416
0.0295,-0.09500000000000001,0.37034184837409423
0.0305,-0.09500000000000001,0.3726254943603523
0.0315,-0.09500000000000001,0.37431454272874654
0.0325,-0.09500000000000001,0.37524879112614656
0.0335,-0.09500000000000001,0.3755451992973134
0.034499999999999996,-0.09500000000000001,0.3752076466225371
0.0355,-0.09500000000000001,0.3742013605715404
0.0365,-0.09500000000000001,0.3726827742827581
0.037500000000000006,-0.09500000000000001,0.37047627565250435
0.038500000000000006,-0.09500000000000001,0.36787787843658976
0.03950000000000001,-0.09500000000000001,0.3645832677129333
0.04050000000000001,-0.09500000000000001,0.3610139959796316
0.0415,-0.09500000000000001,0.35675009616834685
0.0425,-0.09500000000000001,0.35232391839950067
0.043500000000000004,-0.09500000000000001,0.3472134855001869
0.044500000000000005,-0.09500000000000001,0.3420468560073652
0.045500000000000006,-0.09500000000000001,0.33621397022677424
0.04650000000000001,-0.09500000000000001,0.3304234812281247
0.0475,-0.09500000000000001,0.3239911783626723
0.0485,-0.09500000000000001,0.3176914591045624
0.0495,-0.09500000000000001,0.3107796459955998
0.0505,-0.09500000000000001,0.304081542959829
0.051500000000000004,-0.09500000000000001,0.2968052251859523
0.052500000000000005,-0.09500000000000001,0.28981428294666556
0.053500000000000006,-0.09500000000000001,0.2822821180391809
0.05450000000000001,-0.09500000000000001,0.27509736699374665
0.05550000000000001,-0.09500000000000001,0.2674105429900268
0.056499999999999995,-0.09500000000000001,0.2601235884015521
0.057499999999999996,-0.09500000000000001,0.25237501603738177
0.058499999999999996,-0.09500000000000001,0.2450694130213379
0.0595,-0.09500000000000001,0.23734321058586783
0.0605,-0.09500000000000001,0.2300941020202716
0.0615,-0.09500000000000001,0.2224653449533564
0.0625,-0.09500000000000001,0.2153393338079249
0.0635,-0.09500000000000001,0.20787403644734928
0.0645,-0.09500000000000001,0.20092926060463528
0.0655,-0.09500000000000001,0.19368455491642161
0.0665,-0.09500000000000001,0.18697093089186784
0.0675,-0.09500000000000001,0.17999540617166312
0.0685,-0.09500000000000001,0.17355501003713722
0.06949999999999999,-0.09500000000000001,0.16688916129370723
0.0705,-0.09500000000000001,0.1607567338788988
0.0715,-0.09500000000000001,0.15443348840652443
0.0725,-0.09500000000000001,0.1486370201833785
0.0735,-0.09500000000000001,0.14268235033033796
0.0745,-0.09500000000000001,0.13724369308919757
0.07550000000000001,-0.09500000000000001,0.13167725586518542
0.07650000000000001,-0.09500000000000001,0.12661276280104486
0.07750000000000001,-0.09500000000000001,0.12144852331734113
0.07850000000000001,-0.09500000000000001,0.11676980792625456
0.07950000000000002,-0.09500000000000001,0.11201657628534895
0.08050000000000002,-0.09500000000000001,0.10773118230735736
0.0815,-0.09500000000000001,0.10339327338358428
0.0825,-0.09500000000000001,0.09950532205999094
0.0835,-0.09500000000000001,0.09558292349973888
0.0845,-0.09500000000000001,0.09209393692229759
0.0855,-0.09500000000000001,0.0885830767799219
0.08650000000000001,-0.09500000000000001,0.08549249353879157
0.08750000000000001,-0.09500000000000001,0.08238698473632214
0.08850000000000001,-0.09500000000000001,0.07969090166252762
0.08950000000000001,-0.09500000000000001,0.07698305939505014
0.09050000000000001,-0.09500000000000001,0.07467186123275589
0.09150000000000001,-0.09500000000000001,0.0723637944532643
