% Model,BarMagnetPair.mph
% Version,COMSOL 5.4.0.388
% Date,"Jun 24 2021, 18:47"
% Dimension,2
% Nodes,10000
% Expressions,1
% Description,"Magnetic flux density, y component"
% Length unit,m
% cpl1x,cpl1y,mfnc.By (G)
-0.07425000000000001,-0.07425000000000001,1.8524941871331233E-4
-0.07275000000000001,-0.07425000000000001,-1.0289281972637289E-5
-0.07125000000000001,-0.07425000000000001,4.5748231248512246E-4
-0.06975,-0.07425000000000001,4.97565379589861E-4
-0.06825,-0.07425000000000001,3.082659170541354E-4
-0.06675,-0.07425000000000001,5.729392059990749E-4
-0.06525000000000002,-0.07425000000000001,-2.722305688787234E-4
-0.06375000000000001,-0.07425000000000001,-7.300421718330208E-4
-0.06225000000000002,-0.07425000000000001,7.549522343493548E-4
-0.06075000000000002,-0.07425000000000001,-6.0953188869246344E-5
-0.05925000000000002,-0.07425000000000001,5.3802757145216726E-5
-0.05775000000000002,-0.07425000000000001,-1.6346957674279053E-4
-0.056250000000000015,-0.07425000000000001,-2.7611072974070492E-5
-0.05475,-0.07425000000000001,-1.8749868644360324E-4
-0.05325,-0.07425000000000001,-3.4738629991312535E-4
-0.05175,-0.07425000000000001,3.5170832627443E-5
-0.050249999999999996,-0.07425000000000001,1.7635788368149997E-4
-0.04875,-0.07425000000000001,-5.941995176329958E-4
-0.04725,-0.07425000000000001,-1.9309249649823458E-4
-0.04575,-0.07425000000000001,0.0011954725272571856
-0.04425000000000001,-0.07425000000000001,-3.654997944258207E-4
-0.04275000000000001,-0.07425000000000001,0.0015383586076710117
-0.04125000000000001,-0.07425000000000001,-0.0018399763353574537
-0.03975000000000001,-0.07425000000000001,-1.2519311290318531E-4
-0.038250000000000006,-0.07425000000000001,0.0016737740460443973
-0.036750000000000005,-0.07425000000000001,0.0019308558461715642
-0.035250000000000004,-0.07425000000000001,3.614595846427548E-4
-0.03375,-0.07425000000000001,-0.0028246116709268886
-0.032250000000000015,-0.07425000000000001,-0.0032901691887170454
-0.03075000000000001,-0.07425000000000001,0.004422034203656104
-0.02925000000000001,-0.07425000000000001,-0.0013662634942797896
-0.027750000000000007,-0.07425000000000001,-0.008072336488072526
-0.026250000000000006,-0.07425000000000001,0.006503715625879476
-0.024750000000000005,-0.07425000000000001,8.687167682998252E-4
-0.023250000000000007,-0.07425000000000001,9.751676047644559E-4
-0.021750000000000005,-0.07425000000000001,0.0010816184412290783
-0.020250000000000004,-0.07425000000000001,-2.698396099106174E-4
-0.018750000000000003,-0.07425000000000001,5.32057439299616E-4
-0.01725,-0.07425000000000001,0.0020853890237739056
-0.01575,-0.07425000000000001,-0.0037542082111128947
-0.014249999999999999,-0.07425000000000001,0.0018993186818877718
-0.012750000000000001,-0.07425000000000001,4.971121242256366E-4
-0.011250000000000003,-0.07425000000000001,-0.0017555871506650755
-0.009750000000000002,-0.07425000000000001,-0.004027551987701918
-0.008249999999999993,-0.07425000000000001,-0.0021303690845598344
-0.006749999999999992,-0.07425000000000001,-0.0011455928662275335
-0.005249999999999991,-0.07425000000000001,-8.802620519481599E-4
-0.0037500000000000033,-0.07425000000000001,-6.149312376688228E-4
-0.002250000000000002,-0.07425000000000001,0.0016569415148709786
-7.500000000000007E-4,-0.07425000000000001,0.002196834423706176
7.500000000000007E-4,-0.07425000000000001,-0.004765230340117861
0.002250000000000002,-0.07425000000000001,-6.341314590365587E-6
0.0037500000000000033,-0.07425000000000001,5.638000149749138E-4
0.005250000000000005,-0.07425000000000001,0.0010829409164527805
0.006750000000000006,-0.07425000000000001,-3.0608526706009327E-4
0.008250000000000007,-0.07425000000000001,-4.918183683795504E-4
0.009749999999999995,-0.07425000000000001,0.0015498899936407424
0.011249999999999996,-0.07425000000000001,0.0020882107079533414
0.012749999999999997,-0.07425000000000001,6.740005122217252E-4
0.014249999999999999,-0.07425000000000001,8.129441507025857E-4
0.01575,-0.07425000000000001,3.811970762719906E-4
0.01725,-0.07425000000000001,0.0012399239692547177
0.018750000000000003,-0.07425000000000001,7.783324287249601E-4
0.020250000000000004,-0.07425000000000001,7.185582829518407E-4
0.021750000000000005,-0.07425000000000001,7.332055694909249E-4
0.023250000000000007,-0.07425000000000001,7.30921192804576E-4
0.024750000000000008,-0.07425000000000001,6.311885917613319E-4
0.02625000000000001,-0.07425000000000001,-0.005069641042694795
0.02775000000000001,-0.07425000000000001,5.672064276126654E-4
0.029249999999999998,-0.07425000000000001,0.006204053897920026
0.03075,-0.07425000000000001,8.185175413752358E-4
0.03225,-0.07425000000000001,9.965038522016896E-4
0.03375,-0.07425000000000001,0.001174490163028131
0.035250000000000004,-0.07425000000000001,2.6768325575971864E-4
0.036750000000000005,-0.07425000000000001,-8.394174915401293E-4
0.038250000000000006,-0.07425000000000001,-3.1514474843599954E-4
0.03975000000000001,-0.07425000000000001,1.8839695001759475E-4
0.04125000000000001,-0.07425000000000001,-1.2416327717291455E-4
0.04275000000000001,-0.07425000000000001,8.358794689496538E-4
0.04425000000000001,-0.07425000000000001,7.385248872480377E-4
0.04575000000000001,-0.07425000000000001,0.001925761931330383
0.04725,-0.07425000000000001,-0.0014183788231197849
0.04875,-0.07425000000000001,-1.0363744580024389E-4
0.050249999999999996,-0.07425000000000001,1.7787009502233202E-4
